Classes	film	nature	music	athletics	video_game	economics	war	infrastructure_transport	politics	populated_areas	architecture
adjoining	0.00250	0.00244	0.00050	0.00212	0.00220	0.00327	0.00108	0.00964	0.00048	0.00028	0.97582
adjunct	0.00402	0.01067	0.02150	0.00495	0.01614	0.17200	0.00470	0.00230	0.33352	0.00055	0.02623
adjust	0.00752	0.09645	0.01268	0.01078	0.00556	0.00581	0.04100	0.16682	0.01162	0.00086	0.01300
adjustable	0.00693	0.00119	0.00089	0.00199	0.13267	0.06542	0.00140	0.01415	0.00561	0.00017	0.02032
adjusted	0.00106	0.00755	0.00095	0.00158	0.00344	0.00425	0.00403	0.94675	0.00083	0.00013	0.01970
adjusting	0.00940	0.06928	0.07100	0.00257	0.00616	0.10427	0.01628	0.01770	0.17420	0.00126	0.04144
adjustment	0.00602	0.59427	0.00904	0.00348	0.00094	0.02822	0.00792	0.03925	0.01231	0.00079	0.10615
adjustments	0.00252	0.01938	0.00170	0.00276	0.00444	0.01383	0.00823	0.81907	0.00309	0.00027	0.01260
adjutant	0.00390	0.00896	0.00572	0.00079	0.00045	0.00541	0.77931	0.00140	0.08261	0.00046	0.02099
adler	0.00329	0.25514	0.11045	0.00556	0.00188	0.03026	0.01013	0.01352	0.05981	0.00063	0.03461
administer	0.00817	0.01228	0.01607	0.00129	0.00214	0.18409	0.00777	0.00336	0.43833	0.00066	0.02738
administered	0.00461	0.03957	0.02516	0.00344	0.00957	0.17497	0.00594	0.00362	0.24027	0.00116	0.10174
administering	0.00582	0.01539	0.01548	0.00200	0.00386	0.09423	0.01226	0.00327	0.51922	0.00063	0.02894
administers	0.00212	0.03362	0.00795	0.00495	0.00177	0.02267	0.22445	0.00106	0.53962	0.00085	0.01122
administrated	0.00200	0.02084	0.00937	0.00486	0.00205	0.01466	0.33559	0.00111	0.41008	0.00072	0.01951
administration	0.00376	0.00388	0.00622	0.00094	0.00235	0.07223	0.00720	0.00096	0.78661	0.00048	0.01682
administrations	0.00253	0.00270	0.00368	0.00123	0.00206	0.18549	0.00402	0.00072	0.81429	0.00033	0.00345
administrative	0.00169	0.00250	0.00342	0.00050	0.00178	0.02785	0.00205	0.00028	0.93273	0.00082	0.00767
administratively	0.00162	0.00484	0.00436	0.00174	0.00111	0.01465	0.05319	0.00039	0.82663	0.00054	0.00873
administrator	0.00346	0.00573	0.00597	0.00164	0.00387	0.05487	0.00501	0.00091	0.85596	0.00034	0.00774
administrators	0.00438	0.00784	0.01150	0.00162	0.00507	0.08210	0.00390	0.00154	0.68922	0.00059	0.01810
admiral	0.00300	0.00926	0.00914	0.00208	0.00221	0.02045	0.32846	0.01784	0.06380	0.00078	0.02139
admiralty	0.00156	0.01042	0.00132	0.00146	0.00202	0.03097	0.03753	0.76416	0.00472	0.00033	0.01515
admiration	0.01425	0.06766	0.04474	0.00420	0.00324	0.07906	0.01415	0.00411	0.40708	0.00100	0.02514
admired	0.00546	0.06486	0.12482	0.00535	0.00220	0.05863	0.03808	0.01725	0.07452	0.00165	0.05950
admirer	0.00791	0.02031	0.03071	0.00462	0.00308	0.05126	0.01704	0.00272	0.61045	0.00084	0.00967
admission	0.00349	0.93065	0.00132	0.00353	0.00043	0.00333	0.00695	0.01205	0.00285	0.00021	0.02804
admissions	0.03164	0.03086	0.01136	0.00094	0.00138	0.10570	0.00492	0.00276	0.41024	0.00126	0.03086
admit	0.00325	0.34328	0.02514	0.01334	0.00303	0.03072	0.01883	0.01702	0.07300	0.00159	0.07237
admits	0.00387	0.93365	0.00198	0.00251	0.00077	0.00409	0.00935	0.01380	0.00465	0.00018	0.01783
admitted	0.00701	0.01281	0.01479	0.00363	0.00312	0.07215	0.00987	0.00155	0.68789	0.00075	0.01100
admitting	0.00918	0.04403	0.04295	0.00570	0.00786	0.17169	0.00853	0.00713	0.29656	0.00076	0.04461
adobe	0.00704	0.00281	0.00048	0.00295	0.00615	0.00253	0.00095	0.02010	0.00092	0.00041	0.88869
adolescence	0.01420	0.08034	0.09610	0.00139	0.00112	0.03513	0.00697	0.00168	0.18811	0.00103	0.01844
adolescent	0.00746	0.42277	0.03968	0.00380	0.00154	0.02126	0.02034	0.00845	0.05079	0.00081	0.02299
adolf	0.01210	0.01371	0.02223	0.00272	0.00255	0.06757	0.01568	0.00237	0.62243	0.00082	0.01191
adolph	0.00697	0.02484	0.03211	0.00537	0.00678	0.15286	0.01637	0.00314	0.43912	0.00069	0.02972
adopt	0.01274	0.05265	0.03056	0.00317	0.00427	0.12206	0.00710	0.00555	0.41542	0.00083	0.03679
adopted	0.00897	0.01528	0.02875	0.00313	0.00570	0.18872	0.00749	0.00476	0.44343	0.00070	0.01604
adopting	0.00730	0.01394	0.03809	0.00340	0.00645	0.28128	0.00521	0.00351	0.33408	0.00075	0.02207
adoption	0.01009	0.02134	0.02415	0.00192	0.00614	0.15473	0.00489	0.00419	0.52737	0.00095	0.02276
adoptive	0.00462	0.84730	0.00522	0.00349	0.00089	0.01222	0.02381	0.00882	0.02503	0.00085	0.03612
adopts	0.00191	0.97257	0.00082	0.00202	0.00043	0.00199	0.00440	0.01292	0.00188	0.00011	0.01060
adorned	0.00133	0.08800	0.00097	0.00367	0.00086	0.00185	0.00210	0.65886	0.00062	0.00046	0.15750
adrian	0.00655	0.02767	0.06812	0.00697	0.01444	0.13612	0.01121	0.00575	0.29266	0.00061	0.02492
adriatic	0.00193	0.96940	0.00098	0.00215	0.00054	0.00490	0.00160	0.01474	0.00217	0.00012	0.01692
ads	0.06961	0.02484	0.01717	0.00112	0.00190	0.15381	0.01311	0.03015	0.13305	0.00062	0.01050
adult	0.00857	0.89370	0.00152	0.00133	0.00070	0.00399	0.00539	0.04104	0.00169	0.00018	0.01026
adultery	0.06229	0.05223	0.02294	0.00114	0.00193	0.02796	0.01027	0.00330	0.33231	0.00117	0.00884
adulthood	0.00231	0.97696	0.00144	0.00098	0.00026	0.00116	0.00249	0.00130	0.00247	0.00031	0.00457
adults	0.00643	0.98355	0.00060	0.00106	0.00024	0.00152	0.00233	0.00541	0.00136	0.00008	0.00717
advance	0.00918	0.06097	0.02366	0.00336	0.00509	0.03178	0.02355	0.00140	0.58340	0.00084	0.00959
advanced	0.00416	0.04411	0.02315	0.00568	0.01101	0.11236	0.02334	0.00735	0.31339	0.00091	0.03855
advancement	0.00541	0.01638	0.02372	0.00535	0.01102	0.11700	0.00506	0.00228	0.53754	0.00051	0.01951
advances	0.00880	0.05861	0.03504	0.00332	0.00722	0.12957	0.01176	0.00700	0.37204	0.00088	0.04141
advancing	0.00566	0.02893	0.01433	0.00226	0.00332	0.03055	0.02559	0.00151	0.66200	0.00093	0.01115
advantage	0.00308	0.61121	0.01193	0.00413	0.00208	0.02803	0.00761	0.01031	0.07679	0.00048	0.03927
advantageous	0.00236	0.87683	0.00083	0.00235	0.00060	0.00868	0.00400	0.04110	0.00289	0.00029	0.04249
advantages	0.00285	0.91889	0.00105	0.00272	0.00118	0.01316	0.00397	0.03233	0.00629	0.00022	0.03706
advent	0.00438	0.01248	0.00596	0.00157	0.00297	0.07270	0.01425	0.42714	0.01796	0.00075	0.01238
adventure	0.28340	0.00854	0.00184	0.00162	0.19662	0.00226	0.00512	0.00688	0.00169	0.00020	0.00224
adventurer	0.00438	0.01889	0.01217	0.00575	0.00997	0.01634	0.16263	0.16560	0.01250	0.00052	0.00291
adventures	0.67761	0.01792	0.00600	0.00105	0.00405	0.01145	0.03272	0.00500	0.00687	0.00044	0.00264
adventurous	0.00596	0.84821	0.00275	0.00123	0.00072	0.00437	0.00766	0.05788	0.00139	0.00011	0.00668
adverse	0.00446	0.66418	0.00802	0.00305	0.00116	0.02645	0.03717	0.00834	0.06612	0.00117	0.03068
advertise	0.00412	0.01251	0.00196	0.00237	0.00223	0.07611	0.01232	0.79893	0.00383	0.00035	0.01004
advertised	0.00114	0.00692	0.00102	0.00113	0.00206	0.01594	0.00446	0.95874	0.00083	0.00016	0.00953
advertisement	0.06517	0.03805	0.01994	0.00148	0.00146	0.08353	0.03421	0.04748	0.03992	0.00107	0.01406
advertisements	0.29690	0.01334	0.00534	0.00069	0.00088	0.11810	0.02528	0.01170	0.03091	0.00043	0.00693
advertising	0.00447	0.00299	0.00498	0.00173	0.00238	0.83127	0.00360	0.00276	0.04867	0.00038	0.00480
advice	0.01182	0.03786	0.02668	0.00290	0.00467	0.21602	0.01199	0.00612	0.36774	0.00081	0.03706
advise	0.01413	0.01777	0.02522	0.00256	0.00460	0.16643	0.00900	0.00593	0.47540	0.00062	0.01508
advised	0.00837	0.03632	0.02445	0.00308	0.00544	0.16241	0.01410	0.00447	0.41284	0.00080	0.03957
adviser	0.00511	0.00400	0.00893	0.00254	0.00267	0.17684	0.00419	0.00069	0.61831	0.00026	0.00566
advisers	0.00526	0.00746	0.01284	0.00227	0.00366	0.09281	0.00604	0.00193	0.67817	0.00040	0.00882
advises	0.00386	0.21067	0.06590	0.00482	0.00324	0.05065	0.00991	0.01961	0.10577	0.00088	0.05751
advising	0.01300	0.01548	0.02287	0.00276	0.00460	0.20299	0.00958	0.00445	0.46069	0.00065	0.01438
advisor	0.00426	0.00372	0.01135	0.00363	0.00535	0.32746	0.00364	0.00114	0.28423	0.00031	0.00680
advisors	0.00334	0.00447	0.01450	0.00546	0.01188	0.27471	0.00248	0.00121	0.21618	0.00031	0.00770
advisory	0.00423	0.00666	0.01805	0.00525	0.01185	0.16799	0.00267	0.00130	0.39679	0.00037	0.01096
advocacy	0.00540	0.00693	0.00642	0.00135	0.00228	0.09949	0.00302	0.00079	0.84721	0.00041	0.00638
advocate	0.00418	0.00553	0.00529	0.00124	0.00243	0.05809	0.00409	0.00080	0.88716	0.00036	0.00550
advocated	0.00377	0.00422	0.00475	0.00095	0.00204	0.05071	0.00340	0.00057	0.91459	0.00037	0.00442
advocates	0.00512	0.00867	0.01165	0.00170	0.00338	0.09680	0.00267	0.00126	0.74131	0.00049	0.00867
advocating	0.00475	0.00535	0.00589	0.00098	0.00212	0.06466	0.00386	0.00076	0.88832	0.00042	0.00522
ae	0.50918	0.01054	0.00274	0.00091	0.00080	0.00694	0.12766	0.01468	0.00484	0.00047	0.00370
aegean	0.00514	0.02830	0.03753	0.00224	0.00697	0.26256	0.00630	0.00482	0.28615	0.00076	0.05034
aerial	0.00709	0.00968	0.00118	0.00047	0.00054	0.00400	0.74333	0.05386	0.00420	0.00032	0.01117
aero	0.00093	0.00226	0.00086	0.00105	0.00087	0.01988	0.05329	0.86687	0.00090	0.00024	0.00524
aerodrome	0.00250	0.00307	0.00116	0.00042	0.00033	0.00759	0.80784	0.03087	0.01090	0.00028	0.01060
aerodynamic	0.00033	0.00404	0.00061	0.00041	0.00201	0.00137	0.00359	0.98963	0.00012	0.00010	0.00374
aeronautical	0.00189	0.01361	0.00468	0.00213	0.00205	0.11153	0.09241	0.32448	0.01233	0.00052	0.01336
aeronautics	0.00320	0.00557	0.02657	0.00448	0.01007	0.43100	0.00892	0.00541	0.09916	0.00040	0.01502
aerospace	0.00271	0.01577	0.00999	0.00526	0.00262	0.03700	0.08609	0.00079	0.72022	0.00064	0.00897
aesthetic	0.00476	0.02525	0.00116	0.00482	0.00327	0.00511	0.00406	0.34096	0.00245	0.00053	0.45677
aesthetics	0.00457	0.00515	0.00690	0.00251	0.03376	0.14857	0.00444	0.00889	0.11082	0.00021	0.01376
af	0.00310	0.00294	0.01068	0.00601	0.00550	0.23246	0.00746	0.00106	0.27048	0.00033	0.00778
afc	0.00116	0.00621	0.00471	0.91446	0.00125	0.00485	0.00257	0.00046	0.00871	0.00025	0.00124
affair	0.02377	0.02037	0.03356	0.00250	0.00482	0.05643	0.00856	0.00296	0.65547	0.00064	0.00705
affairs	0.00514	0.00294	0.00332	0.00064	0.00172	0.04042	0.00269	0.00042	0.92384	0.00031	0.00595
affect	0.00438	0.06001	0.00087	0.00216	0.00341	0.00409	0.00450	0.82391	0.00182	0.00026	0.01640
affected	0.00536	0.15560	0.00149	0.00122	0.00142	0.01765	0.01576	0.42774	0.00573	0.00051	0.04329
affecting	0.00911	0.57401	0.00706	0.00181	0.00090	0.01612	0.01233	0.03619	0.01319	0.00039	0.02843
affection	0.01753	0.05469	0.03275	0.00280	0.00390	0.05687	0.00837	0.00334	0.53958	0.00097	0.01647
affectionately	0.00069	0.26802	0.08150	0.03609	0.00067	0.00704	0.01414	0.00442	0.01163	0.00033	0.01340
affects	0.00319	0.97300	0.00054	0.00169	0.00052	0.00218	0.00191	0.02677	0.00103	0.00009	0.00986
affiliate	0.00361	0.00496	0.01405	0.00705	0.01119	0.16454	0.00469	0.00076	0.34146	0.00028	0.00800
affiliated	0.00419	0.00613	0.01494	0.01046	0.00714	0.11804	0.01058	0.00080	0.51556	0.00035	0.00748
affiliates	0.00223	0.00248	0.00482	0.00551	0.00985	0.36131	0.00252	0.00050	0.18317	0.00021	0.00240
affiliation	0.00428	0.00531	0.00890	0.00237	0.00182	0.12293	0.00226	0.00062	0.70028	0.00036	0.00662
affiliations	0.00499	0.00682	0.00772	0.00142	0.00209	0.09987	0.00221	0.00077	0.78459	0.00047	0.00829
affinity	0.00172	0.97645	0.00087	0.00245	0.00042	0.00392	0.00137	0.00996	0.00184	0.00013	0.01630
affirmed	0.00610	0.01551	0.02380	0.00280	0.00697	0.19462	0.00459	0.00225	0.41066	0.00078	0.03407
afflicted	0.00300	0.85917	0.00119	0.00250	0.00092	0.00763	0.00981	0.03217	0.00352	0.00042	0.04516
affluent	0.00629	0.37537	0.00650	0.00226	0.00122	0.10527	0.01158	0.01874	0.04871	0.00243	0.18138
afford	0.00557	0.07922	0.00364	0.00279	0.00115	0.04120	0.01006	0.19469	0.01323	0.00050	0.25496
affordable	0.00587	0.02250	0.00769	0.00093	0.00249	0.34089	0.00235	0.01286	0.09078	0.00093	0.17189
afforded	0.00464	0.82466	0.00202	0.00308	0.00092	0.00910	0.00960	0.02355	0.00460	0.00027	0.05951
afghan	0.01065	0.01442	0.01862	0.00202	0.00408	0.05551	0.00987	0.00388	0.64805	0.00064	0.01228
afghanistan	0.01145	0.01779	0.01172	0.00144	0.00269	0.04980	0.01923	0.00282	0.63451	0.00078	0.00716
afl	0.00231	0.05344	0.03132	0.65264	0.00274	0.00319	0.00401	0.00129	0.00761	0.00023	0.00381
afloat	0.00301	0.02708	0.00384	0.00184	0.00163	0.08299	0.01421	0.42794	0.01521	0.00079	0.05214
aforementioned	0.00588	0.61948	0.00175	0.00338	0.00196	0.00561	0.00319	0.26277	0.00224	0.00031	0.02071
afraid	0.00909	0.38125	0.03965	0.00385	0.00145	0.01571	0.02807	0.00319	0.11829	0.00063	0.01444
africa	0.00523	0.15710	0.06680	0.00639	0.00319	0.11395	0.01107	0.03022	0.07771	0.00101	0.05432
african	0.00305	0.30159	0.08525	0.00544	0.00192	0.02618	0.01629	0.01653	0.05003	0.00071	0.02470
africans	0.00240	0.87602	0.00987	0.00326	0.00074	0.01073	0.00688	0.00923	0.01901	0.00025	0.01755
afro	0.00278	0.44597	0.09844	0.00348	0.00127	0.02460	0.00420	0.00534	0.05825	0.00039	0.02345
aft	0.00045	0.00924	0.00105	0.00123	0.00182	0.00193	0.00550	0.95458	0.00050	0.00016	0.01172
aftermath	0.01521	0.02050	0.01268	0.00114	0.00123	0.01784	0.03987	0.00239	0.48045	0.00139	0.00767
afternoon	0.00846	0.14387	0.07472	0.00281	0.00069	0.01352	0.09604	0.00509	0.04074	0.00085	0.00817
afternoons	0.02278	0.04214	0.33926	0.00237	0.00086	0.03155	0.01578	0.00440	0.05365	0.00117	0.00897
afterward	0.00777	0.04943	0.02513	0.00300	0.00329	0.09324	0.02595	0.00581	0.31534	0.00140	0.06279
afterwards	0.00919	0.02943	0.02205	0.00253	0.00219	0.07064	0.01749	0.00286	0.49669	0.00122	0.03005
ag	0.00271	0.01683	0.00936	0.00541	0.00253	0.03567	0.09607	0.00074	0.71254	0.00065	0.00898
again	0.00397	0.10081	0.07719	0.01162	0.00316	0.03832	0.01840	0.01978	0.09854	0.00114	0.07547
against	0.00770	0.01341	0.02079	0.00513	0.00737	0.04606	0.00817	0.00198	0.67494	0.00043	0.00767
age	0.00630	0.04487	0.06110	0.00376	0.00621	0.15820	0.00855	0.00593	0.23541	0.00086	0.07696
aged	0.00901	0.03539	0.03475	0.00643	0.00950	0.18644	0.01264	0.00480	0.36069	0.00068	0.03695
agencies	0.00446	0.00354	0.00479	0.00129	0.00213	0.70861	0.00316	0.00351	0.14101	0.00028	0.00545
agency	0.00212	0.00154	0.00442	0.00430	0.01369	0.45036	0.00119	0.00053	0.10816	0.00024	0.00292
agenda	0.00499	0.00498	0.00418	0.00065	0.00235	0.02271	0.00196	0.00041	0.94533	0.00027	0.00456
agent	0.00871	0.02365	0.02339	0.00410	0.00906	0.14341	0.01852	0.00631	0.41914	0.00054	0.01753
agents	0.00578	0.03677	0.02596	0.00262	0.00259	0.05660	0.08588	0.03406	0.10209	0.00121	0.01398
ages	0.00919	0.31443	0.04040	0.00343	0.00172	0.03911	0.00897	0.02351	0.02480	0.00146	0.14049
aggravated	0.00383	0.19455	0.06559	0.00604	0.00259	0.02180	0.01790	0.01611	0.06985	0.00165	0.09674
aggregate	0.00628	0.01771	0.02039	0.00653	0.01054	0.07055	0.00621	0.00171	0.56808	0.00042	0.01522
aggression	0.01278	0.03796	0.02691	0.00298	0.00358	0.03138	0.01736	0.00187	0.58562	0.00081	0.00741
aggressive	0.00207	0.95711	0.00151	0.00296	0.00063	0.00372	0.00411	0.01370	0.00332	0.00013	0.01822
aggressively	0.00643	0.02878	0.02233	0.00403	0.00968	0.30307	0.01121	0.00504	0.34732	0.00064	0.02818
aging	0.00252	0.82268	0.00189	0.00269	0.00143	0.00783	0.00332	0.08315	0.00299	0.00033	0.04659
agitation	0.00349	0.00469	0.00360	0.00039	0.00101	0.01324	0.00231	0.00025	0.95470	0.00036	0.00488
agnes	0.00577	0.05626	0.03805	0.00538	0.00793	0.09794	0.02024	0.00688	0.28687	0.00102	0.07036
agnostic	0.00418	0.00773	0.01185	0.00135	0.00428	0.04863	0.00313	0.00098	0.79125	0.00045	0.01289
ago	0.00201	0.97295	0.00078	0.00193	0.00040	0.00302	0.00136	0.01248	0.00147	0.00017	0.01500
agrarian	0.00229	0.00268	0.00249	0.00038	0.00109	0.01996	0.00128	0.00016	0.96628	0.00048	0.00420
agree	0.00615	0.27095	0.03202	0.00580	0.00310	0.04018	0.01599	0.01560	0.11364	0.00100	0.05231
agreed	0.00713	0.01997	0.04712	0.00435	0.00767	0.21497	0.01032	0.01188	0.21583	0.00060	0.03956
agreeing	0.00894	0.03392	0.07180	0.00480	0.00953	0.19127	0.00758	0.00829	0.25810	0.00067	0.03321
agreement	0.00276	0.00315	0.00845	0.00273	0.00386	0.68076	0.00337	0.00429	0.08933	0.00035	0.00538
agreements	0.00259	0.00276	0.00567	0.00192	0.00335	0.76123	0.00327	0.00449	0.07175	0.00030	0.00402
agrees	0.00376	0.55625	0.00404	0.00337	0.00102	0.00687	0.03219	0.09845	0.00748	0.00036	0.00964
agricultural	0.00327	0.00617	0.01198	0.00318	0.00308	0.73250	0.00563	0.00347	0.07501	0.00056	0.00604
agriculture	0.00368	0.00511	0.00943	0.00279	0.00324	0.61456	0.00513	0.00232	0.15974	0.00048	0.00618
aground	0.00081	0.00911	0.00053	0.00058	0.00115	0.00913	0.04905	0.83421	0.00228	0.00026	0.00660
ah	0.00392	0.06231	0.07468	0.00552	0.00247	0.04958	0.03094	0.07270	0.04625	0.00115	0.07146
ahead	0.00074	0.36389	0.03351	0.01452	0.00056	0.00498	0.00852	0.02840	0.00663	0.00020	0.01506
ahl	0.00385	0.52788	0.12973	0.00463	0.00087	0.00546	0.00426	0.00093	0.04200	0.00021	0.00623
ahmad	0.00727	0.01129	0.01859	0.00350	0.00566	0.07943	0.00850	0.00291	0.63109	0.00047	0.01419
ahmed	0.01128	0.01222	0.02307	0.00442	0.00699	0.10343	0.00709	0.00336	0.58323	0.00045	0.01080
ai	0.13158	0.01291	0.00552	0.00153	0.02190	0.00623	0.06879	0.05046	0.00677	0.00059	0.00482
aid	0.01018	0.02923	0.01532	0.00237	0.00205	0.07803	0.02859	0.00420	0.46239	0.00103	0.02245
aide	0.00487	0.00517	0.00389	0.00061	0.00110	0.01594	0.02904	0.00076	0.84371	0.00047	0.00635
aided	0.00819	0.03952	0.02521	0.00319	0.00402	0.10172	0.02892	0.00850	0.32292	0.00116	0.03544
aiding	0.00952	0.02713	0.01405	0.00316	0.00523	0.04634	0.04155	0.00405	0.46564	0.00090	0.01357
aids	0.01352	0.04434	0.03384	0.00279	0.00576	0.11199	0.01172	0.00691	0.40730	0.00086	0.03030
ailing	0.00751	0.02606	0.02464	0.00427	0.00486	0.19029	0.01192	0.01179	0.15299	0.00067	0.10609
aim	0.01064	0.01279	0.02327	0.00398	0.00948	0.14185	0.00620	0.00407	0.54324	0.00050	0.00914
aimed	0.02437	0.01621	0.02552	0.00211	0.00580	0.13456	0.00671	0.00471	0.55315	0.00067	0.00981
aiming	0.01098	0.01687	0.02016	0.00404	0.01577	0.14464	0.00553	0.00398	0.49150	0.00049	0.01004
aims	0.00575	0.01412	0.02693	0.00377	0.01205	0.11502	0.00404	0.00234	0.53550	0.00056	0.02168
ain	0.00704	0.07242	0.03572	0.00415	0.00441	0.07756	0.01851	0.00301	0.44337	0.00110	0.03547
air	0.00621	0.00861	0.00298	0.00064	0.00052	0.00618	0.74848	0.03731	0.00837	0.00042	0.00870
airborne	0.00165	0.00808	0.00485	0.00128	0.00103	0.00638	0.67739	0.03238	0.01029	0.00044	0.00917
aircraft	0.00069	0.00197	0.00040	0.00044	0.00183	0.00466	0.07007	0.91403	0.00061	0.00019	0.00404
aired	0.97488	0.00456	0.00195	0.00056	0.00071	0.00173	0.00438	0.00123	0.00114	0.00023	0.00242
aires	0.00380	0.01540	0.00934	0.00383	0.00146	0.02765	0.14093	0.00050	0.67589	0.00083	0.00681
airfield	0.00123	0.00220	0.00077	0.00031	0.00019	0.00244	0.87273	0.03270	0.00485	0.00027	0.01579
airfields	0.00275	0.00836	0.00359	0.00077	0.00039	0.00686	0.88376	0.00749	0.01900	0.00043	0.00698
airing	0.97385	0.00573	0.00206	0.00066	0.00076	0.00199	0.00328	0.00128	0.00110	0.00026	0.00278
airline	0.00230	0.00251	0.00513	0.00519	0.01116	0.36570	0.00222	0.00053	0.16195	0.00021	0.00240
airlines	0.00303	0.00580	0.01099	0.00450	0.00425	0.07962	0.01268	0.00068	0.74428	0.00039	0.00701
airplane	0.00123	0.00587	0.00067	0.00046	0.00281	0.00428	0.01981	0.94020	0.00062	0.00015	0.00332
airplanes	0.00153	0.00760	0.00137	0.00114	0.00362	0.02306	0.09151	0.73024	0.00409	0.00026	0.00347
airplay	0.01183	0.06247	0.69151	0.00115	0.00042	0.00283	0.00112	0.00041	0.00209	0.00022	0.00109
airport	0.00159	0.00668	0.00717	0.00117	0.00121	0.01272	0.43856	0.00748	0.10605	0.00101	0.01001
airports	0.00283	0.02368	0.00991	0.00556	0.00205	0.03572	0.16561	0.00088	0.61334	0.00067	0.00971
airs	0.30590	0.06353	0.00252	0.00130	0.00084	0.00614	0.14855	0.01300	0.00766	0.00085	0.00434
airways	0.00272	0.01201	0.00915	0.00451	0.00239	0.03265	0.06361	0.00067	0.76428	0.00065	0.00762
ais	0.00280	0.98563	0.00065	0.00257	0.00056	0.00264	0.00149	0.00851	0.00121	0.00007	0.00885
aise	0.00386	0.05755	0.01696	0.00660	0.00182	0.02988	0.13424	0.00157	0.43287	0.00111	0.01481
aisle	0.00175	0.01533	0.00058	0.00158	0.00174	0.00252	0.00303	0.90406	0.00061	0.00017	0.06900
ajax	0.00340	0.02557	0.02118	0.35091	0.01211	0.01889	0.00509	0.00368	0.02705	0.00022	0.00985
ak	0.00304	0.00534	0.00688	0.00249	0.00233	0.03371	0.03222	0.00086	0.78496	0.00085	0.00863
aka	0.00309	0.02700	0.01740	0.00559	0.00157	0.01703	0.45843	0.00182	0.19196	0.00068	0.01995
akbar	0.00698	0.01694	0.02772	0.00323	0.00862	0.11635	0.00825	0.00424	0.48696	0.00064	0.02968
akin	0.00139	0.02137	0.00213	0.00217	0.00258	0.00583	0.00756	0.91397	0.00150	0.00024	0.00986
akron	0.00102	0.93095	0.00145	0.00851	0.00033	0.00322	0.00354	0.02678	0.00192	0.00030	0.02552
al	0.00596	0.01168	0.02164	0.00318	0.00864	0.12925	0.00563	0.00270	0.55996	0.00060	0.01714
ala	0.00252	0.02003	0.00895	0.00451	0.00185	0.02837	0.17549	0.00086	0.62157	0.00076	0.00976
alabama	0.00179	0.95289	0.00114	0.00332	0.00042	0.00330	0.00226	0.02118	0.00159	0.00022	0.01618
alain	0.00818	0.00976	0.02993	0.00416	0.01312	0.17584	0.00569	0.00264	0.37345	0.00043	0.00965
alan	0.01372	0.04556	0.06787	0.00487	0.00693	0.09651	0.01653	0.00738	0.33622	0.00099	0.01984
alarm	0.00322	0.05947	0.00254	0.00153	0.00156	0.02017	0.01591	0.55012	0.00708	0.00059	0.06347
alarmed	0.00514	0.52627	0.01299	0.00222	0.00109	0.02895	0.02842	0.00589	0.08062	0.00129	0.03852
alaska	0.00189	0.96868	0.00120	0.00229	0.00047	0.00432	0.00118	0.01786	0.00159	0.00014	0.01989
alba	0.00606	0.05867	0.02531	0.00466	0.00163	0.03412	0.19270	0.00381	0.20137	0.00103	0.01098
albania	0.00824	0.01621	0.02599	0.00294	0.00678	0.11677	0.00675	0.00382	0.57189	0.00062	0.01597
albanian	0.01132	0.01349	0.02595	0.00337	0.00509	0.07256	0.00755	0.00250	0.66694	0.00052	0.01087
albans	0.00088	0.93780	0.00081	0.00355	0.00027	0.00205	0.00249	0.01241	0.00115	0.00023	0.02921
albany	0.00128	0.87644	0.00119	0.00440	0.00055	0.00721	0.00510	0.03855	0.00202	0.00044	0.04025
albeit	0.00160	0.02269	0.00143	0.00155	0.00292	0.00611	0.00633	0.91911	0.00144	0.00022	0.01072
albert	0.00765	0.05960	0.04548	0.00582	0.00492	0.11251	0.02678	0.00884	0.24164	0.00131	0.05277
alberta	0.00166	0.92400	0.00312	0.00293	0.00064	0.00809	0.00176	0.01957	0.00403	0.00019	0.03136
alberto	0.01053	0.03295	0.07239	0.00428	0.00646	0.18538	0.00977	0.00791	0.24309	0.00077	0.05229
albion	0.00156	0.01746	0.06993	0.03465	0.00536	0.22768	0.00412	0.01471	0.06371	0.00028	0.00988
albrecht	0.01013	0.01258	0.02550	0.00305	0.00436	0.15258	0.00874	0.00321	0.53586	0.00052	0.01322
album	0.00997	0.00320	0.92876	0.00205	0.00224	0.00537	0.00133	0.00043	0.00488	0.00020	0.00164
albums	0.00800	0.00381	0.77228	0.00356	0.00231	0.05726	0.00098	0.00059	0.01907	0.00032	0.00366
albuquerque	0.00284	0.17550	0.07072	0.00850	0.00218	0.03480	0.00949	0.02925	0.04374	0.00114	0.09728
alcohol	0.00364	0.25959	0.05053	0.00434	0.00269	0.05099	0.01156	0.01839	0.10243	0.00106	0.04465
alcoholic	0.01437	0.06440	0.03356	0.00283	0.00490	0.13487	0.01475	0.00710	0.33810	0.00090	0.03943
alcoholism	0.01070	0.02618	0.02297	0.00244	0.00659	0.08300	0.00758	0.00318	0.63871	0.00080	0.01599
